City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Kalianget,-7.05,113.93,80.58,81,99,4.05,light rain
333,Bairiki,1.33,172.98,78.8,94,75,11.41,light intensity shower rain
334,Airai,-8.93,125.41,62.49,99,100,1.1,overcast clouds
335,Omsukchan,62.53,155.8,-11.78,87,100,3.91,overcast clouds
336,Banda Aceh,5.56,95.32,77.47,80,99,2.77,overcast clouds
337,Tete,-16.16,33.59,89.6,49,0,9.17,clear sky
338,Lins,-21.68,-49.74,88.16,43,99,5.97,overcast clouds
339,Maniitsoq,65.42,-52.9,25.54,85,100,11.18,overcast clouds
340,Tunceli,39.11,39.55,33.8,80,0,4.7,clear sky
341,Charters Towers,-20.1,146.27,66.47,88,0,7.52,clear sky
342,Pula,44.87,13.85,51.8,93,90,4.7,overcast clouds
343,Itoman,26.12,127.67,68.0,60,75,14.99,broken clouds
344,Namatanai,-3.67,152.43,79.84,80,100,5.75,overcast clouds
345,Turukhansk,65.82,87.98,-3.17,93,100,6.29,overcast clouds
346,Port Elizabeth,-33.92,25.57,62.6,93,73,3.36,light rain
347,Jawhar,2.78,45.5,76.23,79,0,10.89,clear sky
348,Rehoboth,-23.32,17.08,73.11,21,53,10.74,broken clouds
349,Lalibela,12.03,39.03,57.74,75,4,5.64,clear sky
350,Saldanha,-33.01,17.94,60.8,77,0,16.11,clear sky
351,Quatre Cocos,-20.21,57.76,73.4,88,75,4.7,shower rain
352,Kyaikkami,16.08,97.57,75.99,71,67,5.88,broken clouds
353,Huilong,31.81,121.66,45.0,87,92,10.25,overcast clouds
354,Rennes,48.17,-1.67,48.2,87,0,8.05,clear sky
355,Khasan,42.43,130.64,25.09,81,81,16.84,broken clouds
356,Warrnambool,-38.38,142.48,54.0,96,97,16.28,overcast clouds
357,Gizo,-8.1,156.84,82.74,74,60,3.38,light rain
358,Alofi,-19.06,-169.92,80.6,83,75,5.82,broken clouds
359,Ribeira Grande,38.52,-28.7,55.4,66,40,5.82,scattered clouds
360,Calama,-22.47,-68.93,77.0,10,0,27.51,clear sky
361,Pizarro,4.95,-77.37,80.85,78,96,8.55,light rain
362,Thinadhoo,0.53,72.93,82.33,69,100,6.78,overcast clouds
363,Tagusao,9.19,117.81,79.41,75,100,2.75,overcast clouds
364,Zhangjiakou,40.81,114.88,17.85,86,54,3.29,broken clouds
365,Hoquiam,46.98,-123.89,48.99,87,1,3.36,clear sky
366,Gidole,5.65,37.37,59.36,93,6,3.94,light rain
367,Port Blair,11.67,92.75,80.56,79,100,14.2,light rain
368,Barra Do Bugres,-15.07,-57.18,97.52,30,49,7.52,scattered clouds
369,Dedza,-14.38,34.33,66.45,64,42,3.71,scattered clouds
370,Vicuna,-30.03,-70.71,64.4,68,0,13.87,clear sky
371,Dingle,11.0,122.67,75.67,91,100,7.58,overcast clouds
372,Wellington,-41.29,174.78,57.2,93,100,21.92,moderate rain
373,Mayo,38.89,-76.51,59.0,41,1,10.29,clear sky
374,Porteirinha,-15.74,-43.03,76.84,74,17,8.7,light rain
375,Tuatapere,-46.13,167.68,57.0,69,97,11.01,overcast clouds
376,Pemangkat,1.17,108.97,77.54,82,100,0.49,overcast clouds
377,Ulladulla,-35.35,150.47,77.0,61,100,2.24,overcast clouds
378,Kisumu,-0.1,34.76,68.52,79,100,5.66,light rain
379,Leeton,-34.57,146.4,75.2,50,79,18.34,broken clouds
380,Popondetta,-8.75,148.25,72.99,92,65,2.68,light rain
381,Bellary,15.15,76.93,67.75,97,26,5.12,scattered clouds
382,Coos Bay,43.37,-124.22,55.99,81,1,2.82,clear sky
383,Yar-Sale,66.83,70.83,4.46,93,100,10.76,overcast clouds
384,Asau,46.43,26.4,34.0,96,100,2.71,overcast clouds
385,Herat,34.5,62.0,39.27,75,78,12.64,broken clouds
386,Kota Kinabalu,5.97,116.07,75.2,94,40,5.82,light rain
387,Nha Trang,12.25,109.18,77.0,94,75,16.11,moderate rain
388,Sioux Lookout,50.1,-91.92,32.0,94,75,3.67,broken clouds
389,Rouvroy,50.39,2.9,44.6,87,0,6.93,clear sky
390,Touros,-5.2,-35.46,80.6,69,40,14.99,scattered clouds
391,Reconquista,-29.15,-59.65,77.47,90,98,10.63,heavy intensity rain
392,Makakilo City,21.35,-158.09,80.6,51,1,12.91,clear sky
393,Halifax,44.65,-63.57,48.2,93,77,2.24,broken clouds
394,Derzhavinsk,51.1,66.32,12.49,96,91,9.95,overcast clouds
395,Moissala,8.34,17.77,78.4,25,42,3.87,scattered clouds
396,Andenes,69.31,16.12,42.8,75,73,23.04,light rain
397,Ancud,-41.87,-73.82,55.99,71,90,6.93,overcast clouds
398,Gondanglegi,-7.75,112.01,76.41,90,100,1.14,moderate rain
399,Jijiga,9.35,42.8,62.94,69,48,5.28,scattered clouds
400,Itamaraca,-7.75,-34.83,78.8,65,40,11.41,scattered clouds
401,Sorong,-0.88,131.25,79.03,85,98,3.42,overcast clouds
402,Pecos,31.42,-103.49,57.2,44,1,6.93,clear sky
403,Fontem,5.47,9.88,69.22,88,53,1.36,broken clouds
404,Obo,5.4,26.49,75.74,46,13,4.32,few clouds
405,Chongwe,-15.33,28.68,73.4,73,40,3.36,scattered clouds
406,Neftekamsk,56.09,54.27,12.51,96,71,6.26,broken clouds
407,Arenal,8.46,-73.94,87.82,63,39,2.13,light rain
408,Envira,-7.3,-70.22,85.21,71,96,3.02,light rain
409,San Luis,-33.3,-66.34,88.34,29,1,5.68,clear sky
410,Canutama,-6.53,-64.38,88.36,59,100,2.42,overcast clouds
411,Antigonish,45.62,-62.0,43.0,95,99,2.55,overcast clouds
412,Coromandel,-18.47,-47.2,78.31,56,4,8.14,clear sky
413,Lublin,51.0,23.0,30.2,100,90,4.7,overcast clouds
414,Yaring,6.87,101.37,76.95,86,84,4.65,moderate rain
415,Sept-Iles,50.2,-66.38,33.01,94,67,3.36,broken clouds
416,Poya,-21.35,165.15,73.72,66,1,4.21,clear sky
417,Nabire,-3.37,135.48,76.84,84,100,4.41,overcast clouds
418,Padang,-0.95,100.35,76.95,78,100,2.93,light rain
419,Broome,42.25,-75.83,42.01,74,90,13.87,overcast clouds
420,Hualmay,-11.1,-77.61,72.72,61,11,10.96,few clouds
421,Fuerte Olimpo,-21.04,-57.87,97.02,33,26,8.81,scattered clouds
422,Kayes,14.0,-11.0,80.2,16,10,4.29,clear sky
423,Smithers,54.78,-127.17,23.0,92,90,2.24,overcast clouds
424,Mujiayingzi,42.12,118.78,6.82,86,85,5.86,overcast clouds
425,Bambous Virieux,-20.34,57.76,73.4,88,75,4.7,shower rain
426,Ponta Delgada,37.73,-25.67,53.6,66,40,14.99,scattered clouds
427,Zamora,-4.07,-78.96,84.2,48,90,5.82,overcast clouds
428,Barth,54.36,12.72,39.99,69,20,3.36,fog
429,Grootfontein,-19.57,18.12,67.51,78,100,4.97,moderate rain
430,Huarmey,-10.07,-78.15,72.68,62,18,11.5,few clouds
431,Korla,41.76,86.15,26.38,83,78,5.37,broken clouds
432,Maketu,-37.77,176.45,57.0,92,100,6.17,light rain
433,Estelle,29.85,-90.11,66.99,100,90,3.36,light rain
434,Yurla,59.33,54.32,9.48,96,48,3.47,scattered clouds
435,Namibe,-15.2,12.15,72.32,76,98,5.14,overcast clouds
436,Oriximina,-1.77,-55.87,89.73,55,47,6.17,scattered clouds
437,Byron Bay,-28.65,153.62,71.6,78,0,11.41,clear sky
438,Ahipara,-35.17,173.17,62.38,67,100,12.64,light rain
439,Impfondo,1.64,18.07,74.1,82,93,2.57,overcast clouds
440,Salinopolis,-0.61,-47.36,82.94,75,99,12.24,overcast clouds
441,Utena,55.5,25.6,29.88,97,72,8.1,broken clouds
442,Haines Junction,60.75,-137.51,23.0,92,100,2.24,light snow
443,Barreiras,-12.15,-44.99,83.66,48,90,7.65,overcast clouds
444,Dieppe,49.75,1.17,44.01,93,0,8.05,clear sky
445,Hofn,64.25,-15.21,38.91,75,100,15.79,overcast clouds
446,Preobrazheniye,42.9,133.91,21.76,82,15,6.35,few clouds
447,Nueve De Julio,-35.44,-60.88,87.4,37,5,3.47,clear sky
448,Lahij,13.17,44.58,72.61,77,29,6.8,scattered clouds
449,Buala,-8.14,159.59,82.49,75,92,3.53,overcast clouds
450,Mogadishu,2.04,45.34,80.29,68,0,15.84,clear sky
451,Okakarara,-20.58,17.43,66.65,82,100,5.97,moderate rain
452,Tyup,42.73,78.36,18.97,87,98,7.94,overcast clouds
453,Stroiesti,47.62,26.13,34.0,98,75,6.93,broken clouds
454,Aswan,24.09,32.91,60.89,40,0,8.93,clear sky
455,Yakima,46.47,-120.67,48.99,56,1,3.36,clear sky
456,Vanavara,60.34,102.28,4.21,94,100,4.76,light snow
457,Capinzal,-27.34,-51.61,82.15,55,36,5.86,light rain
458,Hisor,38.52,68.55,33.8,71,100,1.52,smoke
459,Danville,36.59,-79.39,64.4,36,1,8.05,clear sky
460,Peterongan,-7.54,112.28,76.24,92,100,1.92,light rain
461,Berlevag,70.86,29.09,24.8,79,0,23.04,clear sky
462,Iqaluit,63.75,-68.51,10.4,78,75,17.22,light snow
463,Sarila,25.77,79.68,61.36,45,0,2.28,clear sky
464,Sulphur,30.24,-93.38,64.4,88,90,6.93,moderate rain
465,Altar,30.7,-111.82,66.99,28,0,1.01,clear sky
466,Miracema Do Tocantins,-9.56,-48.4,88.75,52,88,6.15,overcast clouds
467,Bahia Blanca,-38.72,-62.27,85.14,22,0,12.17,clear sky
468,Maragogi,-9.01,-35.22,78.62,72,88,9.86,overcast clouds
469,Pleasantville,39.39,-74.52,57.99,47,40,14.99,scattered clouds
470,Vadamadurai,10.47,78.08,71.22,95,11,1.81,few clouds
471,Kieta,-6.22,155.63,80.35,77,62,0.83,broken clouds
472,Chitose,42.82,141.65,32.0,95,75,2.24,broken clouds
473,Graaff-Reinet,-32.25,24.53,63.0,73,93,5.99,light rain
474,Quimperle,47.87,-3.55,53.01,76,0,12.75,clear sky
475,Harlingen,26.19,-97.7,86.0,70,75,11.41,broken clouds
476,Nuuk,64.18,-51.72,28.4,74,75,4.7,broken clouds
477,Porto Walter,-8.27,-72.74,82.44,86,97,1.16,moderate rain
478,Semirom,31.42,51.57,38.71,95,100,5.37,moderate rain
479,Chapais,49.78,-74.85,30.2,86,90,5.82,light snow
480,Atar,20.52,-13.05,68.76,35,100,8.37,overcast clouds
481,Genc,38.75,40.56,40.39,71,35,4.72,scattered clouds
482,Eyl,7.98,49.82,76.86,74,0,18.39,clear sky
483,Tommot,58.96,126.29,-2.47,90,100,5.77,overcast clouds
484,Nishihara,26.18,127.76,68.0,60,75,14.99,broken clouds
485,Hamilton,39.18,-84.53,51.01,49,1,3.36,clear sky
486,Ouango,4.31,22.56,73.69,62,87,0.25,overcast clouds
487,Sarka Ghat,31.7,76.73,53.44,42,100,3.47,overcast clouds
488,Clyde River,70.47,-68.59,-5.8,83,75,17.22,light snow
489,Saurimo,-9.66,20.39,65.93,96,86,2.66,overcast clouds
490,Ambilobe,-13.2,49.05,74.7,80,27,4.25,scattered clouds
491,Peniche,39.36,-9.38,54.0,87,66,5.99,broken clouds
492,Luau,-10.71,22.22,65.68,97,99,3.62,overcast clouds
493,Inuvik,68.35,-133.72,3.2,84,98,1.12,overcast clouds
494,Longido,-2.73,36.68,68.61,79,100,14.79,light rain
495,Stornoway,58.21,-6.39,44.6,87,44,5.82,scattered clouds
496,Kamiiso,41.82,140.65,34.34,86,72,8.23,broken clouds
497,Steamboat Springs,40.48,-106.83,37.99,43,1,3.13,clear sky
498,Seybaplaya,19.65,-90.67,87.8,58,40,9.17,scattered clouds
499,Neiafu,-18.65,-173.98,80.6,88,75,9.17,broken clouds
500,Lithakia,37.72,20.83,53.6,76,40,4.7,scattered clouds
501,Almeria,37.17,-2.33,59.0,67,0,5.82,clear sky
502,Leh,34.17,77.58,17.15,67,87,2.44,overcast clouds
503,Capao Da Canoa,-29.75,-50.01,74.48,84,100,17.6,moderate rain
504,Monrovia,6.3,-10.8,78.8,94,75,5.82,broken clouds
505,Korsakov,46.63,142.78,21.2,85,75,4.47,broken clouds
506,Baturaja,-4.13,104.17,72.54,94,100,1.48,overcast clouds
507,Trairi,-3.28,-39.27,82.27,66,94,13.91,overcast clouds
508,Rusera,25.75,86.03,64.62,42,0,3.98,clear sky
509,Fare,-16.7,-151.02,81.3,76,49,5.7,scattered clouds
510,Mitsamiouli,-11.38,43.28,80.73,77,0,8.99,clear sky
511,Maumere,-8.62,122.21,81.57,71,100,4.81,light rain
512,Presidencia Roque Saenz Pena,-26.79,-60.44,99.0,39,60,3.0,broken clouds
513,Narrabri,-30.32,149.78,82.4,26,2,19.46,clear sky
514,Saint-Pierre,-21.34,55.48,73.4,73,0,3.36,clear sky
515,Machico,32.7,-16.77,60.8,59,40,5.82,scattered clouds
516,Belyy,55.84,32.94,30.34,97,81,5.46,broken clouds
517,Jurm,36.86,70.83,35.06,68,100,5.37,overcast clouds
518,Porto Novo,6.5,2.6,82.4,83,40,10.29,scattered clouds
519,Podor,16.65,-14.96,84.2,35,0,9.1,clear sky
520,Melfi,41.0,15.65,48.0,87,90,6.93,fog
521,Yeniseysk,58.45,92.17,4.6,91,0,0.6,clear sky
522,Govindgarh,27.5,76.98,58.78,38,0,3.85,clear sky
523,Poum,-20.23,164.02,75.45,77,2,16.22,clear sky
524,Lazaro Cardenas,17.96,-102.2,84.16,63,0,7.81,clear sky
525,Pangoa,-12.12,-73.0,86.81,50,57,2.71,broken clouds
526,Voyskovitsy,59.53,29.96,32.0,96,90,11.18,overcast clouds
527,Constantine,36.37,6.61,48.2,87,75,12.75,light rain
528,Andros Town,24.7,-77.77,78.8,65,40,6.93,scattered clouds
529,Wageningen,51.97,5.67,41.0,100,90,9.17,mist
530,Dos Hermanas,37.28,-5.92,59.0,93,40,4.7,scattered clouds
531,Ankara,39.92,32.85,37.99,86,0,1.43,clear sky
532,Walla Walla,46.06,-118.34,52.0,52,90,4.7,overcast clouds
533,Matay,28.42,30.78,57.88,68,0,6.35,clear sky
534,Isangel,-19.55,169.27,75.51,73,29,10.49,scattered clouds
535,Mutsu,41.29,141.22,37.0,80,75,6.93,broken clouds
536,Sembakung,3.82,117.25,72.72,96,100,1.88,light rain
537,Miraflores,19.22,-98.81,79.0,10,5,3.36,clear sky
538,Avera,33.19,-82.53,62.6,58,90,3.36,haze
539,Plettenberg Bay,-34.05,23.37,62.11,83,80,5.08,light rain
540,Valdivia,-39.81,-73.25,57.2,93,90,6.93,light intensity shower rain
541,Tynda,55.17,124.72,-4.85,88,100,3.67,overcast clouds
542,Mizunami,35.37,137.25,48.2,70,40,12.75,scattered clouds
543,Kalengwa,-13.47,25.0,66.0,93,89,1.52,light rain
544,Monte Redondo,39.9,-8.83,53.6,93,20,5.82,few clouds
545,Mgandu,-5.95,34.13,71.08,54,44,6.58,scattered clouds
546,Sao Felix Do Xingu,-6.64,-51.99,83.8,67,97,4.07,light rain
547,Husavik,66.04,-17.34,35.6,59,90,14.99,overcast clouds
548,Egvekinot,66.32,-179.17,8.94,91,55,12.48,broken clouds
549,Cutervo,-6.38,-78.82,60.75,87,75,2.91,moderate rain
550,Terrace,54.52,-128.6,32.0,89,75,2.24,fog
551,China,25.7,-99.23,72.63,68,97,21.07,overcast clouds
552,Dubbo,-32.25,148.62,82.4,32,5,14.99,clear sky
553,Raga,8.46,25.68,77.63,25,0,5.64,clear sky
554,Jiaojiang,28.68,121.44,51.01,84,100,6.44,overcast clouds
555,Grindavik,63.84,-22.43,35.6,93,75,12.75,broken clouds
556,Nguruka,-5.11,31.04,67.96,89,64,4.79,light rain
557,Bansang,13.43,-14.65,82.4,51,0,4.72,clear sky
558,Fortuna Foothills,32.66,-114.41,69.8,13,1,11.41,clear sky
559,Hovd,48.01,91.64,9.52,93,8,0.2,clear sky
560,Kaduqli,11.02,29.72,76.23,20,0,11.7,clear sky
561,Ambovombe,-25.17,46.08,73.8,92,29,12.33,scattered clouds
562,Erenhot,43.65,111.98,4.68,91,0,7.49,clear sky
563,Lukovetskiy,64.3,41.92,17.6,92,90,6.71,overcast clouds
564,Vila Velha,-20.33,-40.29,78.8,78,75,11.41,broken clouds
565,Cherbourg,49.64,-1.61,54.0,93,70,8.05,broken clouds
566,Bintulu,3.17,113.03,77.0,94,20,6.93,few clouds
567,Tupik,54.43,119.93,-5.01,87,93,2.91,overcast clouds
568,Fukue,32.69,128.84,51.13,65,76,16.33,broken clouds
569,Altamira,-3.2,-52.21,86.0,74,20,8.05,few clouds
570,Beidao,34.57,105.89,35.42,81,96,1.9,overcast clouds
571,Svetlyy,54.67,20.13,39.2,80,75,11.18,broken clouds
572,High Level,58.52,-117.14,6.8,92,20,8.05,smoke
573,Sambava,-14.27,50.17,75.06,81,0,6.91,clear sky
574,Denpasar,-8.65,115.22,78.8,88,40,2.24,scattered clouds
575,Shima,24.45,117.81,64.4,68,75,8.95,broken clouds
576,Sinegorsk,47.17,142.5,21.2,85,75,4.47,broken clouds
577,Godo,35.42,136.6,28.99,94,100,1.99,overcast clouds
578,Caravelas,-17.71,-39.25,78.03,77,31,7.56,scattered clouds
579,Ushtobe,45.25,77.98,29.88,97,97,13.4,light snow
580,Colares,38.8,-9.45,60.01,76,20,5.82,few clouds
581,Itamaraju,-17.04,-39.53,77.56,75,33,7.34,scattered clouds
582,Santa Cruz De Tenerife,28.47,-16.25,63.0,87,75,8.05,broken clouds
583,Pitimbu,-7.47,-34.81,80.6,69,20,16.11,few clouds
584,Kralendijk,12.15,-68.27,82.4,83,40,14.99,scattered clouds
585,Chifeng,42.27,118.96,8.37,85,96,6.02,overcast clouds
586,Catamarca,-28.47,-65.79,93.0,46,10,3.0,clear sky
587,Divnomorskoye,44.5,38.14,51.73,75,0,9.66,clear sky
588,Kannapolis,35.49,-80.62,66.99,32,1,4.7,clear sky
589,Zhuhai,22.28,113.57,64.4,68,40,19.46,scattered clouds
590,Koumac,-20.57,164.28,74.97,68,1,3.91,clear sky
591,Nurota,40.56,65.69,32.0,95,0,9.17,clear sky
592,Lovozero,68.0,35.01,22.59,96,100,6.33,overcast clouds
593,Alexandria,31.22,29.96,64.4,68,40,6.93,scattered clouds
594,Saint-Dizier,48.42,5.08,39.2,75,0,5.82,clear sky
595,Antofagasta,-23.65,-70.4,68.0,68,0,17.22,clear sky
596,Khash,28.22,61.22,48.09,46,90,4.0,overcast clouds
597,Valday,57.97,33.25,30.22,97,100,7.83,overcast clouds
598,Bazarnyye Mataki,54.88,49.93,25.54,98,100,10.29,light snow
599,Batagay,67.63,134.63,-18.54,86,100,3.96,overcast clouds
600,Dakar,14.69,-17.44,75.2,64,0,13.87,clear sky
601,Utica,43.1,-75.23,42.8,70,90,12.75,overcast clouds
602,Paracuru,-3.41,-39.03,81.0,76,82,18.99,broken clouds
603,Wildeshausen,52.9,8.43,37.99,92,90,8.05,overcast clouds
604,San Jeronimo,-11.95,-75.28,62.49,46,48,6.67,light rain
605,Strezhevoy,60.73,77.59,-2.2,84,90,2.95,overcast clouds
606,Kamaishi,39.27,141.88,36.72,79,73,6.78,broken clouds
607,Kobryn,52.21,24.36,31.62,99,100,1.9,light snow
608,Russell,32.35,-85.2,66.2,63,20,3.36,few clouds
609,Chilca,-12.52,-76.74,72.0,68,20,12.75,few clouds
610,Alyangula,-13.85,136.42,75.2,100,61,5.46,mist
611,Inverness,57.48,-4.22,32.0,81,0,1.12,clear sky
612,Dickinson,29.46,-95.05,66.0,100,90,8.05,moderate rain
613,Bandarbeyla,9.49,50.81,76.51,77,4,16.06,clear sky
614,Dwarka,22.24,68.97,75.27,46,0,15.3,clear sky
615,Chipinge,-20.19,32.62,64.81,97,72,4.97,broken clouds
616,Churachandpur,24.33,93.67,53.67,90,0,1.52,clear sky
617,Sesimbra,38.44,-9.1,59.0,87,20,4.7,few clouds
618,Lerwick,60.15,-1.15,46.4,93,100,4.7,overcast clouds
619,Ippy,6.27,21.22,77.4,35,100,2.66,overcast clouds
620,Oborniki,52.65,16.81,39.0,86,75,4.7,broken clouds
621,Huangchuan,32.13,115.04,38.98,89,100,2.57,overcast clouds
622,Angoram,-4.06,144.07,73.38,98,100,3.0,light rain
623,Risor,58.72,9.23,35.01,92,1,3.83,clear sky
624,Indramayu,-6.33,108.32,77.5,87,100,13.44,moderate rain
625,Kailua,21.4,-157.74,80.6,65,20,13.87,few clouds
626,Grand Gaube,-20.01,57.66,72.0,81,10,5.99,clear sky
627,Felipe Carrillo Puerto,19.58,-88.05,84.78,59,2,5.95,clear sky
628,Lensk,60.73,114.93,-6.72,89,96,4.63,overcast clouds
629,Norrtalje,59.76,18.7,39.99,82,100,3.0,overcast clouds
630,Naantali,60.47,22.02,35.01,95,90,2.24,overcast clouds
631,Kalmunai,7.42,81.82,78.19,82,92,2.66,overcast clouds
632,Morwell,-38.23,146.4,62.01,88,100,15.01,moderate rain
633,Marovoay,-16.1,46.63,82.4,78,20,10.29,few clouds
634,Tilichiki,60.47,166.1,2.43,91,21,11.79,few clouds
635,Muyezerskiy,63.93,31.65,20.44,98,7,4.21,clear sky
636,Yarada,17.65,83.27,75.2,73,75,2.24,haze
637,Newport,51.59,-3.0,48.99,98,100,1.01,overcast clouds
638,Euclides Da Cunha,-10.51,-39.02,78.62,57,88,12.06,overcast clouds
639,Monticello,45.31,-93.79,48.2,52,1,9.57,clear sky
640,Bom Jesus,-9.07,-44.36,83.73,56,100,5.64,overcast clouds
641,Saint-Joseph,-21.37,55.62,73.4,73,0,3.36,clear sky
642,Alegrete,-29.78,-55.79,88.61,65,100,5.28,light rain
643,Valverde Del Camino,37.58,-6.75,59.0,86,100,5.01,light rain
644,Ulaangom,49.98,92.07,8.37,88,92,4.52,overcast clouds
645,Belaya Gora,68.53,146.42,-12.05,90,100,3.89,overcast clouds
646,Roald,62.58,6.13,46.4,61,40,10.29,scattered clouds
647,Brainerd,46.36,-94.2,48.2,45,1,9.17,clear sky
648,Chanika,-5.42,38.02,68.67,96,60,3.06,broken clouds
649,Kuching,1.55,110.33,73.4,100,40,2.84,scattered clouds
650,Pital,2.27,-75.8,81.34,57,54,3.47,light rain
651,Kharakvasla,18.43,73.77,68.63,84,98,6.33,light rain
652,Inhambane,-23.86,35.38,74.98,88,6,9.01,clear sky
653,Cockburn Town,21.46,-71.14,80.6,57,20,6.93,few clouds
654,Shingu,33.73,135.98,43.63,74,5,5.77,clear sky
655,Saint-Augustin,51.23,-58.65,31.73,97,96,5.12,overcast clouds
656,Linden,6.0,-58.3,86.0,70,40,11.41,scattered clouds
657,Mehamn,71.04,27.85,35.01,84,100,15.41,light rain
658,Silver City,32.77,-108.28,52.0,29,1,4.7,clear sky
659,Elizabeth City,36.29,-76.25,64.0,77,1,5.82,clear sky
660,Udachnyy,66.42,112.4,-0.4,91,0,2.24,clear sky
661,Shwebo,22.57,95.7,62.6,73,11,4.97,few clouds
662,Anloga,5.79,0.9,80.6,83,20,6.93,few clouds
663,Dunedin,-45.87,170.5,55.99,68,66,17.0,broken clouds
664,Baruun-Urt,46.68,113.28,-0.33,87,0,3.91,clear sky
