City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,San Patricio,US,2020-11-27 03:58:50,28.02,-97.52,75.99,94,75,16.11
280,Hlohovec,SK,2020-11-27 03:58:50,48.43,17.8,33.01,96,93,3.36
281,Clyde River,CA,2020-11-27 03:58:51,70.47,-68.59,-5.8,70,1,10.29
282,Acapulco,MX,2020-11-27 03:58:51,16.86,-99.89,80.6,83,20,3.36
283,Sosnovo-Ozerskoye,RU,2020-11-27 03:58:51,52.52,111.54,6.76,92,60,7.58
284,Paramonga,PE,2020-11-27 03:58:51,-10.67,-77.83,63.5,81,77,5.55
285,Vila Franca Do Campo,PT,2020-11-27 03:58:51,37.72,-25.43,59.0,82,75,9.17
286,Iracoubo,GF,2020-11-27 03:58:51,5.48,-53.2,76.89,87,17,8.7
287,The Valley,AI,2020-11-27 03:58:52,18.22,-63.06,79.0,78,20,4.7
288,Touros,BR,2020-11-27 03:58:52,-5.2,-35.46,77.0,88,40,6.93
289,Terra Santa,BR,2020-11-27 03:58:52,-2.1,-56.49,74.37,92,82,4.14
290,Hambantota,LK,2020-11-27 03:58:52,6.12,81.12,82.4,83,20,1.12
291,Vestmannaeyjar,IS,2020-11-27 03:58:52,63.44,-20.27,40.89,68,97,40.29
292,Mizdah,LY,2020-11-27 03:58:52,31.45,12.98,53.58,75,6,7.29
293,Nishihara,JP,2020-11-27 03:58:52,26.18,127.76,78.8,61,40,9.17
294,Saint-Augustin,CA,2020-11-27 03:58:53,51.23,-58.65,28.69,91,100,4.14
295,Puerto Escondido,MX,2020-11-27 03:58:53,15.85,-97.07,78.8,74,5,5.82
296,Cabo San Lucas,MX,2020-11-27 03:58:53,22.89,-109.91,75.2,64,40,9.17
297,Kropotkin,RU,2020-11-27 03:58:53,45.44,40.58,32.54,95,0,4.47
298,Vao,NC,2020-11-27 03:58:53,-22.67,167.48,73.11,80,6,19.22
299,Sokolovskoye,RU,2020-11-27 03:58:53,45.26,40.68,32.38,96,0,4.14
300,Cootamundra,AU,2020-11-27 03:58:53,-34.65,148.03,99.0,22,78,5.99
301,Chuy,UY,2020-11-27 03:58:53,-33.7,-53.46,57.67,65,0,7.52
302,Laguna,US,2020-11-27 03:58:54,38.42,-121.42,55.4,32,1,13.87
303,Ahuimanu,US,2020-11-27 03:58:54,21.44,-157.84,80.6,69,75,12.75
304,Mount Gambier,AU,2020-11-27 03:58:54,-37.83,140.77,91.4,24,100,21.92
305,Inhambane,MZ,2020-11-27 03:58:54,-23.86,35.38,80.6,94,40,2.24
306,Pisco,PE,2020-11-27 03:58:54,-13.7,-76.22,64.4,82,100,3.36
307,Puerto Penasco,MX,2020-11-27 03:58:55,31.32,-113.53,63.0,32,0,7.0
308,Chumikan,RU,2020-11-27 03:57:07,54.72,135.31,7.68,86,100,27.92
309,Ribeira Grande,PT,2020-11-27 03:58:55,38.52,-28.7,63.18,82,61,16.87
310,Phulabani,IN,2020-11-27 03:58:55,20.47,84.23,64.49,73,100,2.35
311,Kidal,ML,2020-11-27 03:58:55,18.44,1.41,62.73,26,82,5.55
312,Ilam,NP,2020-11-27 03:58:55,26.92,87.92,62.73,52,100,0.6
313,Yumen,CN,2020-11-27 03:58:56,40.28,97.2,21.67,82,100,3.09
314,Garowe,SO,2020-11-27 03:58:56,8.41,48.48,68.94,77,33,13.04
315,Lithakia,GR,2020-11-27 03:55:22,37.72,20.83,41.0,75,0,7.81
316,Pathein,MM,2020-11-27 03:58:56,16.78,94.73,81.88,62,47,13.29
317,Nizhniy Odes,RU,2020-11-27 03:58:56,63.64,54.86,15.53,97,80,4.36
318,Wukari,NG,2020-11-27 03:58:56,7.85,9.78,73.0,58,0,2.59
319,Tuatapere,NZ,2020-11-27 03:58:56,-46.13,167.68,54.0,68,75,15.99
320,Shyroke,UA,2020-11-27 03:58:56,47.69,33.26,41.0,75,90,11.18
321,Salalah,OM,2020-11-27 03:58:57,17.02,54.09,73.4,64,20,5.82
322,Ramhormoz,IR,2020-11-27 03:58:57,31.28,49.6,68.74,63,100,15.57
323,Nome,US,2020-11-27 03:55:48,64.5,-165.41,28.4,92,90,10.29
324,Karamursel,TR,2020-11-27 03:58:57,40.69,29.62,42.8,87,0,6.93
325,Zheleznodorozhnyy,RU,2020-11-27 03:58:57,55.75,38.0,35.6,93,75,6.71
326,Havoysund,NO,2020-11-27 03:58:57,71.0,24.66,35.6,64,100,19.46
327,Nicoya,CR,2020-11-27 03:58:57,10.15,-85.45,74.19,90,99,1.28
328,Mackay,AU,2020-11-27 03:58:58,-21.15,149.2,86.0,58,77,14.99
329,Coromandel,BR,2020-11-27 03:58:22,-18.47,-47.2,63.46,89,0,4.34
330,Pokaran,IN,2020-11-27 03:58:58,26.92,71.92,66.07,37,0,14.52
331,Boden,SE,2020-11-27 03:58:24,65.83,21.69,21.2,85,41,8.05
332,Goderich,CA,2020-11-27 03:58:20,43.75,-81.72,44.6,81,83,13.87
333,Labuhan,ID,2020-11-27 03:58:58,-6.88,112.21,81.37,73,99,6.78
334,Banjar,ID,2020-11-27 03:58:58,-8.19,114.97,86.0,74,20,12.75
335,Porto Velho,BR,2020-11-27 03:58:14,-8.76,-63.9,77.0,94,75,1.12
336,Shenjiamen,CN,2020-11-27 03:58:59,29.96,122.3,59.0,88,100,18.7
337,Ewa Beach,US,2020-11-27 03:54:27,21.32,-158.01,80.6,57,40,10.29
338,Isla Mujeres,MX,2020-11-27 03:58:59,21.23,-86.73,80.01,73,75,4.7
339,Arinos,BR,2020-11-27 03:58:59,-15.92,-46.11,66.56,90,27,1.9
340,Zaranj,AF,2020-11-27 03:58:59,30.97,61.88,35.6,64,34,6.93
341,Kruisfontein,ZA,2020-11-27 03:58:59,-34.0,24.73,56.64,68,59,2.26
342,Greymouth,NZ,2020-11-27 03:59:00,-42.47,171.2,57.74,57,10,19.64
343,East London,ZA,2020-11-27 03:59:00,-33.02,27.91,59.0,77,20,6.93
344,Skjervoy,NO,2020-11-27 03:59:00,70.03,20.97,39.7,71,100,16.49
345,Sambava,MG,2020-11-27 03:59:00,-14.27,50.17,78.84,72,0,8.79
346,Labytnangi,RU,2020-11-27 03:59:00,66.66,66.42,8.1,95,100,4.21
347,Ust-Ishim,RU,2020-11-27 03:59:01,57.69,71.17,8.49,95,99,6.24
348,Mengen,DE,2020-11-27 03:59:01,48.05,9.33,28.99,97,1,2.06
349,Vanimo,PG,2020-11-27 03:59:01,-2.67,141.3,87.53,64,52,5.93
350,Kyabe,TD,2020-11-27 03:59:01,9.45,18.94,70.65,25,0,4.36
351,Mkushi,ZM,2020-11-27 03:59:02,-13.62,29.39,69.15,69,48,3.56
352,Puerto Gaitan,CO,2020-11-27 03:58:58,4.31,-72.08,77.07,83,34,4.97
353,Naze,JP,2020-11-27 03:59:02,28.37,129.48,77.0,57,40,11.41
354,Sitka,US,2020-11-27 03:59:03,57.05,-135.33,37.4,86,75,5.82
355,Say,NE,2020-11-27 03:59:03,13.1,2.37,75.2,33,0,1.12
356,Tupik,RU,2020-11-27 03:59:03,54.43,119.93,2.88,84,0,3.02
357,Bayshore Gardens,US,2020-11-27 03:59:04,27.43,-82.59,69.8,77,1,5.37
358,Beremend,HU,2020-11-27 03:59:04,45.79,18.43,35.6,93,90,2.24
359,Bouna,CI,2020-11-27 03:59:04,9.27,-3.0,72.37,49,0,4.74
360,Saint-Leu,RE,2020-11-27 03:59:04,-21.15,55.28,78.8,65,5,3.36
361,Oranjemund,NA,2020-11-27 03:59:05,-28.55,16.43,58.14,90,0,9.44
362,Kamina,CD,2020-11-27 03:59:05,-8.74,24.99,62.44,94,99,3.04
363,Tagusao,PH,2020-11-27 03:59:05,9.19,117.81,84.43,75,57,10.22
364,Aquiraz,BR,2020-11-27 03:59:05,-3.9,-38.39,82.4,74,75,13.87
365,Fukue,JP,2020-11-27 03:59:05,32.69,128.84,59.0,62,75,10.29
366,Daru,PG,2020-11-27 03:59:05,-9.08,143.21,83.97,70,50,9.8
367,Saint Anthony,US,2020-11-27 03:59:06,45.02,-93.22,30.99,80,1,3.36
368,Arya,PK,2020-11-27 03:54:27,33.6,73.07,50.0,93,0,8.05
369,Altayskoye,RU,2020-11-27 03:59:06,51.95,85.33,19.15,87,0,2.64
370,Pospelikha,RU,2020-11-27 03:59:06,51.95,81.77,6.82,93,0,5.28
371,Grand-Santi,GF,2020-11-27 03:59:06,4.25,-54.38,72.05,95,2,2.68
372,Oksfjord,NO,2020-11-27 03:59:06,70.24,22.35,35.6,64,100,19.46
373,Zhanaozen,KZ,2020-11-27 03:59:06,43.3,52.8,34.47,96,97,8.86
374,Garwa,IN,2020-11-27 03:57:04,24.18,83.82,66.85,60,100,3.98
375,Ostrovnoy,RU,2020-11-27 03:59:07,68.05,39.51,27.36,94,36,8.21
376,Roma,US,2020-11-27 03:59:07,43.21,-75.46,51.8,87,90,6.93
377,Yining,CN,2020-11-27 03:59:07,29.04,114.56,48.6,81,100,2.51
378,Geraldton,AU,2020-11-27 03:59:07,-28.77,114.6,73.4,43,48,17.22
379,Wanaka,NZ,2020-11-27 03:59:07,-44.7,169.15,58.28,40,21,13.71
380,Lima,PE,2020-11-27 03:54:24,-12.04,-77.03,63.0,82,40,8.05
381,Aljezur,PT,2020-11-27 03:59:07,37.32,-8.8,51.89,84,23,8.7
382,Deniliquin,AU,2020-11-27 03:58:21,-35.53,144.97,100.99,15,77,11.7
383,Aguimes,ES,2020-11-27 03:59:08,27.91,-15.45,60.8,67,40,8.05
384,La Roda,ES,2020-11-27 03:59:08,39.22,-2.15,53.6,76,20,16.11
385,Nurota,UZ,2020-11-27 03:59:08,40.56,65.69,39.2,55,100,2.24
386,Kahta,TR,2020-11-27 03:59:08,37.79,38.62,37.4,55,0,12.75
387,Mezen,RU,2020-11-27 03:59:08,65.85,44.24,22.73,96,98,8.66
388,Colares,PT,2020-11-27 03:59:08,38.8,-9.45,52.0,89,40,13.0
389,Seljord,NO,2020-11-27 03:59:08,59.49,8.63,27.0,82,13,3.74
390,Tomatlan,MX,2020-11-27 03:59:08,19.93,-105.25,72.95,95,89,0.96
391,Abu Zabad,SD,2020-11-27 03:59:09,12.35,29.25,65.5,27,0,11.3
392,San Carlos De Bariloche,AR,2020-11-27 03:55:17,-41.15,-71.31,50.0,43,0,19.46
393,Tres Barras,BR,2020-11-27 03:59:09,-26.11,-50.32,65.53,97,100,2.95
394,Cozumel,MX,2020-11-27 03:59:09,20.51,-86.95,77.0,73,75,4.7
395,Olafsvik,IS,2020-11-27 03:59:09,64.89,-23.71,37.42,76,97,35.95
396,Muisne,EC,2020-11-27 03:59:09,0.6,-80.03,73.56,81,94,6.96
397,Pushchino,RU,2020-11-27 03:59:09,54.83,37.63,34.0,93,75,6.71
398,Hervey Bay,AU,2020-11-27 03:55:43,-25.3,152.85,86.0,42,40,13.87
399,Banda Aceh,ID,2020-11-27 03:55:04,5.56,95.32,76.66,90,100,8.43
400,Kula,TR,2020-11-27 03:59:10,38.55,28.65,37.11,73,0,5.66
401,Kaili,ID,2020-11-27 03:59:10,-3.46,120.21,78.39,84,37,2.42
402,Osmena,PH,2020-11-27 03:59:10,10.52,119.93,83.61,78,81,15.52
403,Paka,MY,2020-11-27 03:59:10,4.64,103.44,82.4,83,20,3.36
404,Bredy,RU,2020-11-27 03:59:10,52.42,60.34,17.76,97,100,3.06
405,Otjiwarongo,NA,2020-11-27 03:56:13,-20.46,16.65,62.6,39,99,7.72
406,Quezon,PH,2020-11-27 03:59:11,7.73,125.1,84.81,66,100,5.03
407,Mecca,SA,2020-11-27 03:58:54,21.43,39.83,73.67,69,14,1.79
408,Sobolevo,RU,2020-11-27 03:59:11,54.43,31.9,31.35,97,100,10.96
409,Barra Patuca,HN,2020-11-27 03:59:11,15.8,-84.28,77.36,88,95,7.36
410,Tolaga Bay,NZ,2020-11-27 03:54:58,-38.37,178.3,74.68,44,14,1.03
411,Luwuk,ID,2020-11-27 03:59:11,-0.95,122.79,86.22,70,69,3.67
412,Matao,BR,2020-11-27 03:59:11,-21.6,-48.37,71.37,71,11,6.8
413,Sefophe,BW,2020-11-27 03:59:11,-22.18,27.97,69.8,88,0,6.93
414,Rio Pardo,BR,2020-11-27 03:59:12,-29.99,-52.38,67.57,93,80,7.58
415,Namibe,AO,2020-11-27 03:59:12,-15.2,12.15,72.81,77,99,8.77
416,El Rusio,HN,2020-11-27 03:59:12,14.47,-86.37,66.9,99,100,0.54
417,Cocobeach,GA,2020-11-27 03:59:12,1.0,9.58,77.0,94,40,4.7
418,Kapoeta,SS,2020-11-27 03:59:12,4.77,33.59,78.42,60,8,13.91
419,Ipanema,BR,2020-11-27 03:59:12,-30.14,-51.22,71.6,100,90,8.05
420,Shaoguan,CN,2020-11-27 03:59:12,24.8,113.58,67.69,51,98,6.58
421,Saint Stephen,GB,2020-11-27 03:59:12,50.33,-4.9,41.0,93,6,9.17
422,Catalina,US,2020-11-27 03:59:13,32.51,-110.92,57.0,34,0,2.28
423,Teya,RU,2020-11-27 03:59:13,60.38,92.63,11.79,90,80,1.16
424,Abhar,IR,2020-11-27 03:59:13,36.15,49.22,37.8,87,87,3.2
425,Qarqin,AF,2020-11-27 03:59:13,37.42,66.04,53.01,33,41,16.04
426,College,US,2020-11-27 03:59:13,64.86,-147.8,16.0,84,90,2.75
427,Neuquen,AR,2020-11-27 03:59:13,-38.95,-68.06,59.0,62,0,3.85
428,Mirabad,AF,2020-11-27 03:59:13,30.44,61.84,55.47,36,6,9.62
429,Panama City,PA,2020-11-27 03:58:24,8.99,-79.52,77.0,94,93,4.7
430,Sulangan,PH,2020-11-27 03:59:14,11.14,123.72,83.91,75,55,7.61
431,Flinders,AU,2020-11-27 03:59:14,-34.58,150.86,81.0,63,13,5.99
432,Sault Sainte Marie,CA,2020-11-27 03:57:43,46.52,-84.33,39.2,80,90,8.05
433,Barra,BR,2020-11-27 03:59:14,-11.09,-43.14,74.14,70,100,6.02
434,Poienile De Sub Munte,RO,2020-11-27 03:59:14,47.82,24.43,33.98,68,99,1.16
435,Gizo,SB,2020-11-27 03:59:14,-8.1,156.84,85.01,66,22,9.04
436,Vestmanna,FO,2020-11-27 03:59:14,62.16,-7.17,42.8,75,78,14.99
437,Millinocket,US,2020-11-27 03:59:15,45.66,-68.71,33.8,100,90,1.74
438,Abu Dhabi,AE,2020-11-27 03:57:11,24.47,54.37,71.6,49,0,8.05
439,Basse,DE,2020-11-27 03:59:15,52.55,9.51,44.01,100,99,1.12
440,Bentiu,SS,2020-11-27 03:59:15,9.23,29.83,72.12,25,22,5.28
441,Port Blair,IN,2020-11-27 03:59:15,11.67,92.75,84.42,71,77,17.94
442,Manta,EC,2020-11-27 03:59:15,-0.95,-80.73,73.4,83,90,8.05
443,Biloela,AU,2020-11-27 03:59:15,-24.42,150.5,87.78,39,70,8.9
444,Kurduvadi,IN,2020-11-27 03:59:15,18.08,75.43,73.4,59,87,14.43
445,La Ronge,CA,2020-11-27 03:59:15,55.1,-105.28,14.0,85,30,4.7
446,Punta De Bombon,PE,2020-11-27 03:59:16,-17.17,-71.79,63.34,75,95,1.1
447,Bima,ID,2020-11-27 03:59:16,-8.47,118.72,90.27,61,39,2.39
448,Mehamn,NO,2020-11-27 03:59:16,71.04,27.85,28.76,90,100,13.24
449,Izumrud,RU,2020-11-27 03:59:16,57.08,61.4,6.8,92,40,2.24
450,Abalak,RU,2020-11-27 03:59:16,58.13,68.59,5.86,95,95,6.58
451,Ravar,IR,2020-11-27 03:59:16,31.27,56.81,54.93,39,93,4.05
452,Kawalu,ID,2020-11-27 03:59:17,-7.38,108.21,85.6,53,72,5.53
453,Sibolga,ID,2020-11-27 03:59:17,1.74,98.78,82.69,73,99,2.53
454,Mumford,GH,2020-11-27 03:59:17,5.26,-0.76,76.93,89,17,8.21
455,Bud,US,2020-11-27 03:59:17,39.45,-86.18,46.99,83,36,4.14
456,Sao Felix Do Xingu,BR,2020-11-27 03:59:17,-6.64,-51.99,71.38,95,87,1.28
457,Dingle,PH,2020-11-27 03:59:17,11.0,122.67,86.2,73,100,11.43
458,Constitucion,CL,2020-11-27 03:59:17,-35.33,-72.42,56.41,61,0,11.83
459,Zhezkazgan,KZ,2020-11-27 03:59:17,47.8,67.71,19.58,98,93,7.05
460,Puerto Colombia,CO,2020-11-27 03:59:18,10.99,-74.95,80.6,78,20,6.93
461,Iranshahr,IR,2020-11-27 03:59:18,27.2,60.68,51.8,25,0,9.17
462,Berlevag,NO,2020-11-27 03:59:18,70.86,29.09,31.42,91,100,15.37
463,Lichinga,MZ,2020-11-27 03:59:18,-13.31,35.24,68.0,72,75,16.11
464,Ballina,AU,2020-11-27 03:59:18,-28.87,153.57,82.4,54,0,13.87
465,Santa Cruz De La Palma,ES,2020-11-27 03:59:18,28.68,-17.76,60.8,63,0,6.93
466,Oda,JP,2020-11-27 03:59:18,35.18,132.5,60.8,67,75,12.75
467,Vagur,FO,2020-11-27 03:59:18,61.47,-6.81,44.67,63,79,20.89
468,Mount Isa,AU,2020-11-27 03:59:19,-20.73,139.5,102.2,22,40,13.87
469,Port Moresby,PG,2020-11-27 03:58:53,-9.44,147.18,86.0,66,40,5.77
470,Khani,GE,2020-11-27 03:59:19,41.96,42.96,41.0,93,75,3.36
471,Chokurdakh,RU,2020-11-27 03:59:19,70.63,147.92,3.79,95,100,10.65
472,Akureyri,IS,2020-11-27 03:59:19,65.68,-18.09,35.6,64,75,19.46
473,Bulaevo,KZ,2020-11-27 03:59:19,54.91,70.44,5.11,94,76,10.07
474,Rio Grande,BR,2020-11-27 03:59:20,-32.03,-52.1,62.01,91,0,10.83
475,Asyut,EG,2020-11-27 03:59:20,27.18,31.18,51.8,62,0,3.62
476,Williams Lake,CA,2020-11-27 03:59:10,52.14,-122.14,32.0,95,75,16.11
477,Puerto Madero,MX,2020-11-27 03:59:20,14.72,-92.42,78.8,100,40,3.58
478,Shelabolikha,RU,2020-11-27 03:59:20,53.41,82.62,14.0,85,40,6.71
479,Bow Island,CA,2020-11-27 03:59:20,49.87,-111.37,32.0,92,43,8.05
480,Jardim,BR,2020-11-27 03:59:20,-21.48,-56.14,72.61,94,100,11.56
481,Axim,GH,2020-11-27 03:59:20,4.87,-2.24,77.45,87,43,8.93
482,Ierapetra,GR,2020-11-27 03:59:21,35.01,25.74,55.99,67,4,7.14
483,Ossora,RU,2020-11-27 03:59:21,59.24,163.07,16.14,92,99,6.64
484,Nampula,MZ,2020-11-27 03:59:21,-15.12,39.27,73.4,73,20,9.17
485,Chunskiy,RU,2020-11-27 03:59:21,56.08,99.63,10.51,92,4,1.86
486,Kloulklubed,PW,2020-11-27 03:59:21,7.04,134.26,82.4,83,90,13.87
487,Aasiaat,GL,2020-11-27 03:59:21,68.71,-52.87,17.58,90,95,19.95
488,Pindiga,NG,2020-11-27 03:59:21,9.98,10.93,70.54,30,0,8.3
489,Reconquista,AR,2020-11-27 03:59:21,-29.15,-59.65,68.72,94,0,4.63
490,Camacha,PT,2020-11-27 03:59:22,33.08,-16.33,60.8,72,40,27.51
491,Mugur-Aksy,RU,2020-11-27 03:59:22,50.35,90.5,7.34,85,100,3.47
492,Kimbe,PG,2020-11-27 03:59:22,-5.55,150.14,88.39,60,31,6.51
493,Sisimiut,GL,2020-11-27 03:59:22,66.94,-53.67,18.0,95,100,6.85
494,Pitimbu,BR,2020-11-27 03:59:22,-7.47,-34.81,75.2,88,20,6.93
495,Moron,AR,2020-11-27 03:59:22,-34.65,-58.62,69.01,56,0,1.01
496,Kheri,IN,2020-11-27 03:59:22,27.9,80.8,69.46,36,0,4.41
497,Mindelo,CV,2020-11-27 03:59:22,16.89,-24.98,75.2,64,75,20.8
498,Paso De Los Toros,UY,2020-11-27 03:59:23,-32.82,-56.52,59.58,60,0,13.27
499,Bolitoc,PH,2020-11-27 03:59:23,15.74,119.88,88.93,59,72,4.63
500,Saskylakh,RU,2020-11-27 03:59:23,71.92,114.08,5.58,93,78,9.91
501,Bozuyuk,TR,2020-11-27 03:59:23,39.91,30.04,26.6,92,0,1.12
502,Lengshuitan,CN,2020-11-27 03:59:23,26.41,111.6,49.6,69,100,7.74
503,Linares,CL,2020-11-27 03:59:23,-35.85,-71.6,52.12,47,0,4.18
504,San Jose,US,2020-11-27 03:57:01,37.34,-121.89,53.01,37,5,1.5
505,Gat,IL,2020-11-27 03:59:24,31.61,34.76,55.99,100,79,2.48
506,Aklavik,CA,2020-11-27 03:59:24,68.22,-135.01,-2.2,77,40,9.17
507,Trinidad,BO,2020-11-27 03:59:24,-14.83,-64.9,80.47,64,100,0.87
508,Coihaique,CL,2020-11-27 03:59:24,-45.58,-72.07,50.0,66,75,9.17
509,Yeppoon,AU,2020-11-27 03:59:24,-23.13,150.73,87.8,43,0,8.05
510,Bamako,ML,2020-11-27 03:58:00,12.65,-8.0,57.2,67,0,2.24
511,Lakes Entrance,AU,2020-11-27 03:59:24,-37.88,147.98,87.01,56,55,4.0
512,Hammerfest,NO,2020-11-27 03:59:24,70.66,23.68,35.6,64,100,19.46
513,Coihueco,CL,2020-11-27 03:58:08,-36.62,-71.83,62.6,33,0,10.29
514,Vrangel,RU,2020-11-27 03:59:25,42.73,133.08,30.2,71,4,7.34
515,Dmitriyevka,RU,2020-11-27 03:59:25,54.75,55.33,12.2,100,75,4.47
516,Kijini,TZ,2020-11-27 03:59:25,-5.85,39.32,77.0,94,40,3.36
517,Pedernales,DO,2020-11-27 03:59:25,18.04,-71.74,77.43,71,3,3.74
518,Baoning,CN,2020-11-27 03:59:25,25.34,110.03,53.6,71,90,6.71
519,Xichang,CN,2020-11-27 03:57:49,27.9,102.26,59.59,46,94,2.93
520,Diapaga,BF,2020-11-27 03:59:26,12.07,1.79,72.16,31,0,2.42
521,Pilot Butte,CA,2020-11-27 03:59:26,50.47,-104.42,10.4,78,14,8.05
522,Waupun,US,2020-11-27 03:59:09,43.63,-88.73,37.4,89,90,4.81
523,Soyo,AO,2020-11-27 03:59:26,-6.13,12.37,77.83,82,100,5.32
524,Teluknaga,ID,2020-11-27 03:59:26,-6.1,106.64,89.6,49,40,8.05
525,Dolores,AR,2020-11-27 03:59:26,-36.31,-57.68,53.33,87,0,6.78
526,Luleburgaz,TR,2020-11-27 03:56:23,41.4,27.36,41.0,100,0,6.93
527,Tazovskiy,RU,2020-11-27 03:59:26,67.47,78.7,10.71,95,100,8.46
528,Santa Maria Del Oro,MX,2020-11-27 03:59:26,25.93,-105.37,58.33,60,80,6.17
529,Losal,IN,2020-11-27 03:59:27,27.4,74.92,64.71,40,0,10.16
530,Yuncheng,CN,2020-11-27 03:59:27,35.02,110.99,42.28,61,100,5.64
531,Aktau,KZ,2020-11-27 03:59:27,43.65,51.2,33.8,86,75,11.18
532,Viedma,AR,2020-11-27 03:58:28,-40.81,-63.0,64.0,31,41,5.01
533,Florianopolis,BR,2020-11-27 03:59:27,-27.61,-48.5,78.8,65,20,5.82
534,Kupino,RU,2020-11-27 03:59:27,54.37,77.3,5.49,95,62,7.34
535,Flin Flon,CA,2020-11-27 03:59:27,54.77,-101.86,2.91,93,34,5.21
536,Smirnykh,RU,2020-11-27 03:59:27,49.75,142.83,19.76,84,96,13.56
537,Lahaina,US,2020-11-27 03:59:28,20.88,-156.68,80.6,61,20,19.46
538,Resistencia,AR,2020-11-27 03:59:28,-27.46,-58.98,71.01,94,0,3.36
539,Newport,GB,2020-11-27 03:59:28,51.59,-3.0,36.0,89,0,6.73
540,San Andres,CO,2020-11-27 03:59:28,12.58,-81.7,80.6,88,75,6.93
541,Doka,SD,2020-11-27 03:59:28,13.52,35.77,69.35,51,0,11.92
542,Coolum Beach,AU,2020-11-27 03:59:28,-26.53,153.1,80.01,66,53,5.01
543,Kendari,ID,2020-11-27 03:59:28,-3.94,122.5,84.9,73,100,1.74
544,Szczytno,PL,2020-11-27 03:59:07,53.56,20.99,41.0,93,75,9.17
545,Portland,US,2020-11-27 03:59:23,45.52,-122.68,46.99,94,17,1.36
546,Labuan,MY,2020-11-27 03:59:29,5.28,115.24,84.2,74,40,4.7
547,Peniche,PT,2020-11-27 03:59:29,39.36,-9.38,52.0,86,28,10.0
548,Balakhninskiy,RU,2020-11-27 03:59:29,58.01,114.28,9.68,91,100,3.65
549,Ranong,TH,2020-11-27 03:59:29,9.97,98.63,84.2,74,40,16.11
550,Sinnamary,GF,2020-11-27 03:59:29,5.38,-52.95,76.84,87,19,9.15
551,Zambezi,ZM,2020-11-27 03:59:29,-13.54,23.1,67.26,87,100,1.5
552,Gamba,GA,2020-11-27 03:59:30,-2.65,10.0,75.51,91,97,4.12
553,Qaqortoq,GL,2020-11-27 03:59:31,60.72,-46.03,15.8,52,1,3.36
554,Tombouctou,ML,2020-11-27 03:59:31,20.0,-3.0,65.46,27,73,7.43
555,Poya,NC,2020-11-27 03:59:31,-21.35,165.15,80.01,56,1,12.95
556,Ylivieska,FI,2020-11-27 03:59:31,64.08,24.55,34.0,94,82,1.99
557,Talara,PE,2020-11-27 03:59:31,-4.58,-81.27,64.63,86,7,13.09
558,Kuching,MY,2020-11-27 03:58:22,1.55,110.33,80.6,88,75,5.82
559,Abu Samrah,SY,2020-11-27 03:59:31,35.3,37.18,47.52,87,8,3.06
